"","Date UTC","Location","Magnitude","Depth","Latitude","Longitude"
"2125",2021-12-17,"Unterschaechen UR",1.7,4.8,46.84,8.86
"2126",2021-12-17,"Sion VS",1,3.4,46.27,7.25
"2127",2021-12-17,"Arolla VS",1.7,0.4,45.97,7.55
"2128",2021-12-17,"Santa Maria GR",1.2,8.5,46.67,10.34
"2129",2021-12-16,"Schwarzsee FR",0.8,4.6,46.64,7.31
"2130",2021-12-15,"Bern",1,-0.8,46.89,7.41
"2131",2021-12-15,"Fiesch VS",1.1,7.1,46.47,8.05
"2132",2021-12-14,"Cluses F",1.2,-1.6,46.18,6.57
"2133",2021-12-14,"Arolla VS",0.8,5.5,46,7.59
"2134",2021-10-02,"Colmar F",3,9.8,48.01,7.1
"2135",2021-12-03,"Linthal GL",1,3.4,46.88,8.98
"2136",2021-11-17,"Zermatt VS",2.5,1.2,46.05,7.66
"2137",2021-11-30,"Le Locle NE",2,8.7,47.08,6.61
"2138",2021-12-08,"Verbier VS",0.8,2.2,46.05,7.26
"2139",2021-12-06,"Linthal GL",0.7,2.9,46.89,8.98
"2140",2021-12-05,"Faido TI",1.6,2,46.54,8.79
"2141",2021-12-05,"St-Aubin NE",0.9,-0.4,46.88,6.78
"2142",2021-12-05,"Bourg-Saint-Pierre VS",0.8,3.7,45.81,7.12
"2143",2021-12-02,"Bedretto TI",0.5,2.8,46.46,8.42
"2144",2021-12-06,"Les Diablerets VD",1.5,2.4,46.26,7.22
"2145",2021-12-05,"St-Ursanne JU",1.8,9.6,47.37,7.09
"2146",2021-12-05,"Sion VS",0.8,5.3,46.14,7.41
"2147",2021-12-04,"Fiesch VS",0.6,8.5,46.46,8.13
"2148",2021-12-04,"Simplon Dorf VS",1.6,2.1,46.26,8.12
"2149",2021-12-03,"Gadmen BE",0.7,4.6,46.71,8.37
"2150",2021-12-03,"Altstaetten SG",2,31.2,47.38,9.6
"2151",2021-10-31,"Freiburg im Breisgau D",0.8,20.2,47.89,7.81
"2152",2021-10-30,"Muellheim D",1.2,13.4,47.77,7.77
"2153",2021-10-31,"Arolla VS",0.9,0,46,7.5
"2154",2021-10-30,"Bourg-Saint-Pierre VS",1,3.9,45.81,7.11
"2155",2021-10-30,"Bern",1.1,4.4,46.96,7.42
"2156",2021-10-30,"Brig-Glis VS",0.9,5.4,46.33,8.07
"2157",2021-10-23,"Grindelwald BE",1.7,2,46.57,8.04
"2158",2021-10-23,"Saxon VS",0.9,1.3,46.24,7.19
"2159",2021-10-23,"Sanetschpass VS",0.3,1.4,46.32,7.34
"2160",2021-10-23,"Sanetschpass VS",1.2,1.4,46.32,7.34
"2161",2021-10-22,"Belleherbe F",1,6.3,47.17,6.67
"2162",2021-10-21,"Courmayeur I",1.1,0.6,45.87,6.98
"2163",2021-10-21,"Bourg-Saint-Pierre VS",1,1,45.89,7.04
"2164",2021-10-21,"Berguen GR",1.6,7.2,46.69,9.76
"2165",2021-10-21,"Les Diablerets VD",1.1,5.4,46.32,7.08
"2166",2021-10-21,"Sanetschpass VS",1.3,3.6,46.32,7.34
"2167",2021-10-21,"Sanetschpass VS",1.2,2,46.32,7.35
"2168",2021-10-21,"Sanetschpass VS",0.4,0.6,46.32,7.34
"2169",2021-10-21,"Lago d'Iseo I",2.9,19.3,45.59,10.36
"2170",2021-10-21,"Courmayeur I",0.7,3.3,45.88,7.02
"2171",2021-10-21,"Roveredo GR",1.9,13.6,46.26,9.1
"2172",2021-10-20,"Elm GL",0.9,2.8,46.92,9.14
"2173",2021-10-20,"Linthal GL",1.3,3,46.88,8.98
"2174",2021-10-19,"Annecy F",1.8,11.3,45.74,6.21
"2175",2021-10-29,"Yvonand VD",1.6,7.6,46.8,6.78
"2176",2021-10-03,"Santa Maria GR",2.8,12.2,46.68,10.77
"2177",2021-10-28,"Mulhouse F",1.3,12.1,47.7,7.51
"2178",2021-10-28,"Belleherbe F",1.6,6.7,47.17,6.67
"2179",2021-10-28,"Sierre VS",1.3,3.2,46.33,7.41
"2180",2021-10-28,"Bosco/Gurin TI",1.5,6.7,46.34,8.54
"2181",2021-10-27,"Bosco/Gurin TI",1.8,6.8,46.34,8.54
"2182",2021-10-26,"Sierre VS",0.3,3.3,46.35,7.48
"2183",2021-10-26,"Vals GR",1,2,46.59,9.15
"2184",2021-10-25,"Courmayeur I",1,4.3,45.87,6.99
"2185",2021-10-18,"Elm GL",2.5,2.7,46.92,9.14
"2186",2021-10-24,"Davos GR",1.7,5.6,46.81,9.99
"2187",2021-10-24,"St-Ursanne JU",1.7,17.4,47.43,7.23
"2188",2021-10-10,"Arolla VS",1.4,-0.4,45.99,7.5
"2189",2021-10-09,"Arolla VS",0.6,-0.2,45.99,7.5
"2190",2021-10-19,"Aosta I",1.5,2.5,45.71,7.2
"2191",2021-10-17,"Sierre VS",0.9,3.4,46.31,7.53
"2192",2021-10-16,"Leukerbad VS",0.9,7.4,46.38,7.6
"2193",2021-10-18,"Zermatt VS",1.1,1.6,45.94,7.7
"2194",2021-10-18,"Elm GL",1.9,-0.2,46.92,9.14
"2195",2021-08-11,"Maloja GR",1.5,2,46.32,9.72
"2196",2021-10-17,"Arolla VS",0.8,1.9,45.96,7.46
"2197",2021-10-17,"Arolla VS",0.9,0,45.97,7.51
"2198",2021-10-18,"Zermatt VS",1.6,7.5,46.05,7.82
"2199",2021-10-16,"Sion VS",0.2,4.6,46.2,7.45
"2200",2021-10-17,"Courmayeur I",2,2.8,45.62,6.7
"2201",2021-10-15,"Zermatt VS",1,1,45.93,7.69
"2202",2021-10-14,"Arolla VS",0.7,-0.6,45.99,7.51
"2203",2021-10-14,"Chamonix F",0.9,4,46.04,6.9
"2204",2021-10-14,"Muellheim D",1.2,4.4,47.83,7.74
"2205",2021-10-14,"Chamonix F",1.1,0.8,45.96,7.01
"2206",2021-10-13,"Thusis GR",1.5,7.9,46.75,9.44
"2207",2021-10-13,"Arolla VS",0.5,-2,46.01,7.51
"2208",2021-10-13,"Arolla VS",1.1,0.6,45.98,7.51
"2209",2021-10-13,"Fribourg FR",0.7,3.6,46.77,7.15
"2210",2021-10-13,"Fribourg FR",0.7,0.8,46.77,7.15
"2211",2021-10-14,"Les Diablerets VD",0.8,2.8,46.26,7.21
"2212",2021-10-13,"Arolla VS",1.7,0,45.99,7.51
"2213",2021-10-13,"Bourg-Saint-Pierre VS",0.7,3.1,45.93,7.05
"2214",2021-10-13,"Arolla VS",1.5,-0.4,46,7.5
"2215",2021-10-01,"BASEL",0.6,11.9,47.52,7.66
"2216",2021-10-03,"Les Diablerets VD",0.6,-2.5,46.26,7.16
"2217",2021-10-02,"Liestal BL",0.9,11.9,47.53,7.68
"2218",2021-10-02,"Zinal VS",1.3,3.4,46.21,7.63
"2219",2021-10-01,"St. Anton am Arlberg A",1.3,-2,47.16,10.1
"2220",2021-10-09,"Bourg-Saint-Pierre VS",1,1,45.92,7.03
"2221",2021-10-09,"Jaun FR",0.9,-0.9,46.54,7.22
"2222",2021-10-08,"Mulhouse F",0.9,16.2,47.62,7.38
"2223",2021-10-08,"Val Sesia I",1.2,5,45.75,7.81
"2224",2021-10-08,"Arolla VS",1.2,-0.1,46,7.51
"2225",2021-10-08,"Sion VS",1.7,7.6,46.2,7.31
"2226",2021-10-07,"Arolla VS",0.7,-2.8,45.98,7.5
"2227",2021-10-07,"Sanetschpass VS",0.8,0.4,46.32,7.38
"2228",2021-10-06,"Saxon VS",0.3,1.7,46.23,7.13
"2229",2021-10-06,"Sion VS",0.5,1.6,46.26,7.25
"2230",2021-10-07,"Bourg-Saint-Pierre VS",1.2,3,45.92,7.04
"2231",2021-10-07,"Bourg-Saint-Pierre VS",1.4,2.6,45.92,7.04
"2232",2021-10-07,"Arolla VS",1.3,2,45.98,7.52
"2233",2021-10-06,"Arolla VS",1.2,1.8,45.98,7.51
"2234",2021-10-05,"Arolla VS",1.3,-1.4,45.99,7.51
"2235",2021-10-05,"Arolla VS",1.2,1,45.98,7.51
"2236",2021-10-05,"Arolla VS",1.7,1,45.99,7.51
"2237",2021-10-06,"Chamonix F",1.1,-0.4,46.04,6.88
"2238",2021-10-06,"Arolla VS",1.7,1,45.98,7.51
"2239",2021-10-05,"Arolla VS",1,1,45.99,7.51
"2240",2021-10-05,"Arolla VS",1.6,1,45.97,7.51
"2241",2021-10-04,"Zinal VS",0.8,2.2,46.19,7.56
"2242",2021-10-05,"Arolla VS",1.2,-0.3,45.99,7.52
"2243",2021-10-05,"Arolla VS",1.6,1,45.98,7.52
"2244",2021-10-05,"Arolla VS",1.2,1,45.98,7.5
"2245",2021-10-04,"Arolla VS",1.6,1,45.99,7.51
"2246",2021-10-04,"Arolla VS",1.6,2,45.98,7.5
"2247",2021-10-04,"Sanetschpass VS",0.7,4.6,46.31,7.35
"2248",2021-10-04,"Sanetschpass VS",0.8,5.5,46.32,7.34
"2249",2021-10-03,"Sanetschpass VS",0.3,5.2,46.32,7.34
"2250",2021-10-04,"Sanetschpass VS",0.8,4.7,46.32,7.34
"2251",2021-10-04,"Engelberg OW",0.7,2.6,46.83,8.5
"2252",2021-10-04,"Sanetschpass VS",0.5,4.9,46.32,7.34
"2253",2021-09-29,"Zernez GR",1.2,5.8,46.69,10.19
"2254",2021-09-23,"Courmayeur I",1,5.9,45.89,7.01
"2255",2021-09-22,"Bormio I",1.9,7.6,46.42,10.21
"2256",2021-09-22,"ORSIERES VS",0.8,4.2,46.04,7.12
"2257",2021-09-21,"Muellheim D",1,8.1,47.72,7.73
"2258",2021-09-19,"Oberwald VS",0.8,2,46.61,8.37
"2259",2021-09-20,"BASEL",1.5,13.1,47.52,7.61
"2260",2021-09-20,"Goeschenen UR",0.9,4.9,46.68,8.49
"2261",2021-09-26,"Ebnat-Kappel SG",1.6,-1,47.2,9.17
"2262",2021-09-26,"Ebnat-Kappel SG",1.1,-0.3,47.2,9.16
"2263",2021-09-29,"Bormio I",1.5,11.9,46.43,10.77
"2264",2021-09-29,"Sanetschpass VS",0.6,5.2,46.33,7.38
"2265",2021-09-29,"Ins BE",1,9.8,47.04,7.16
"2266",2021-09-28,"Sanetschpass VS",0.7,5.2,46.33,7.38
"2267",2021-09-28,"Ins BE",2,9.8,47.03,7.16
"2268",2021-09-28,"Lago di Garda I",2.9,12.1,45.8,10.99
"2269",2021-09-28,"Les Diablerets VD",1.1,1.3,46.26,7.21
"2270",2021-09-26,"Bourg-Saint-Pierre VS",0.8,5,45.9,7.02
"2271",2021-09-26,"Chamonix F",0.9,1.1,45.9,7.02
"2272",2021-09-26,"Annecy F",1.5,6,45.76,6.07
"2273",2021-09-25,"Brienz BE",0.9,2.5,46.73,8.09
"2274",2021-09-13,"Sanetschpass VS",2,4.3,46.32,7.35
"2275",2021-07-29,"Les Diablerets VD",2.1,3.4,46.27,7.23
"2276",2021-09-25,"Sanetschpass VS",0.2,-0.5,46.38,7.35
"2277",2021-09-25,"Annecy F",1.9,13.6,45.75,6.22
"2278",2021-09-24,"ORSIERES VS",0.7,2,45.99,7.21
"2279",2021-09-24,"Oberwald VS",1.4,7.8,46.62,8.37
"2280",2021-09-24,"Arolla VS",1.2,1,45.93,7.44
"2281",2021-09-24,"Sanetschpass VS",0.6,3.7,46.31,7.3
"2282",2021-09-24,"Schwyz SZ",0.6,1.9,47.02,8.64
"2283",2021-09-23,"Gelterkinden BL",1.1,22.8,47.42,7.8
"2284",2021-09-11,"Courmayeur I",1.8,0.8,45.88,7.02
"2285",2021-09-11,"Courmayeur I",1,0.3,45.88,7.02
"2286",2021-09-11,"Bern",1,2.4,46.89,7.41
"2287",2021-09-12,"Le Locle NE",1.5,6.9,47.08,6.62
"2288",2021-09-12,"Courmayeur I",1.5,4,45.88,7.02
"2289",2021-09-12,"Courmayeur I",1.4,5.9,45.89,7.02
"2290",2021-09-12,"Courmayeur I",1.1,2.6,45.88,7.02
"2291",2021-09-12,"St. Anton am Arlberg A",1.4,-0.5,47.21,10.06
"2292",2021-09-12,"Courmayeur I",0.5,0.5,45.89,7.01
"2293",2021-09-10,"Sanetschpass VS",1,4,46.31,7.29
"2294",2021-09-10,"ORSIERES VS",0.7,1.7,46,7.23
"2295",2021-09-08,"Sanetschpass VS",1.7,4.2,46.31,7.29
"2296",2021-09-09,"Chamonix F",0.9,4.2,45.89,7.01
"2297",2021-09-19,"Linthal GL",1,7,46.91,8.93
"2298",2021-09-19,"Saxon VS",0.4,0.6,46.23,7.13
"2299",2021-09-18,"Lago di Como I",1.8,10.2,46.11,9.19
"2300",2021-09-17,"Sanetschpass VS",1.1,4.5,46.31,7.3
"2301",2021-09-17,"Sanetschpass VS",0.7,3.7,46.31,7.29
"2302",2021-09-18,"ORSIERES VS",0.6,2,45.96,7.23
"2303",2021-09-18,"Binn VS",1.3,7.3,46.34,8.22
"2304",2021-09-17,"Binn VS",1.3,8.3,46.33,8.23
"2305",2021-09-16,"Sanetschpass VS",0.8,4.7,46.33,7.35
"2306",2021-09-17,"Elm GL",1.2,3.1,46.92,9.14
"2307",2021-09-17,"BASEL",1.4,13.9,47.57,7.41
"2308",2021-09-14,"Sanetschpass VS",1.8,4.3,46.32,7.35
"2309",2021-09-15,"Bourg-Saint-Pierre VS",0.8,5.2,45.82,7.14
"2310",2021-09-15,"Biella I",0.9,2,45.7,7.75
"2311",2021-09-15,"Simplon Dorf VS",0.8,3.6,46.14,8.03
"2312",2021-09-15,"Courmayeur I",1.3,0.7,45.88,7.02
"2313",2021-09-13,"Courmayeur I",1.2,1.7,45.88,7.02
"2314",2021-09-13,"Sanetschpass VS",1.4,4.2,46.32,7.35
"2315",2021-09-13,"Linthal GL",0.8,1,46.86,9.05
"2316",2021-09-13,"Schluchsee D",0.6,15.3,47.85,8.06
"2317",2021-09-13,"BASEL",1.2,10.6,47.58,7.43
"2318",2021-09-03,"Merano I",1.7,6.5,46.61,10.97
"2319",2021-09-03,"Saas Fee VS",0.7,5.1,46.14,7.94
"2320",2021-09-03,"Zweisimmen BE",1.3,-1.3,46.55,7.41
"2321",2021-09-03,"Saxon VS",0.6,2,46.24,7.17
"2322",2021-09-09,"Chamonix F",0.8,4.1,45.89,7.01
"2323",2021-09-09,"Chamonix F",1.5,4.7,45.9,7.01
"2324",2021-09-08,"Chamonix F",1.8,4.7,45.9,7.02
"2325",2021-09-08,"Freiburg im Breisgau D",1.5,8.2,48.08,7.85
"2326",2021-09-08,"Vals GR",0.9,6.2,46.65,9.19
"2327",2021-09-08,"Courmayeur I",1.4,5.7,45.89,7.01
"2328",2021-09-08,"Chamonix F",1.2,3.8,45.89,7.01
"2329",2021-09-08,"Arolla VS",1.3,1.5,45.94,7.61
"2330",2021-09-08,"CHAMPERY VS",1.7,1,46.13,6.81
"2331",2021-09-07,"Zernez GR",1.5,5.8,46.72,10.19
"2332",2021-09-06,"Kerzers FR",1.4,1.7,46.98,7.2
"2333",2021-09-06,"Linthal GL",1.2,2,46.86,9.05
"2334",2021-09-06,"Berguen GR",0.7,5.3,46.67,9.8
"2335",2021-09-05,"Freiburg im Breisgau D",0.3,4.1,47.98,7.82
"2336",2021-07-31,"Graechen VS",2.5,3.8,46.24,7.72
"2337",2021-09-05,"Courmayeur I",1.3,2.7,45.61,6.79
"2338",2021-09-05,"Welschenrohr SO",0.6,4.7,47.28,7.58
"2339",2021-09-04,"Chamonix F",1,2.6,45.9,7.01
"2340",2021-07-30,"Schluchsee D",2.6,6.1,47.88,8.16
"2341",2021-09-04,"Les Diablerets VD",0.5,5.8,46.31,7.19
"2342",2021-08-31,"Montreux VD",1.4,1.3,46.36,6.95
"2343",2021-08-30,"Saxon VS",0.2,1.6,46.25,7.18
"2344",2021-08-31,"Interlaken BE",1.3,8.4,46.67,7.94
"2345",2021-08-21,"Les Diablerets VD",0.4,4.7,46.32,7.18
"2346",2021-08-21,"Les Diablerets VD",0.8,5,46.32,7.18
"2347",2021-08-20,"Les Diablerets VD",1.4,5.5,46.31,7.19
"2348",2021-08-21,"Les Diablerets VD",0.8,4.9,46.32,7.18
"2349",2021-08-21,"Les Diablerets VD",0.8,5.5,46.31,7.19
"2350",2021-08-23,"Les Diablerets VD",0.5,5.4,46.32,7.18
"2351",2021-08-22,"Lenk im Simmental BE",0.6,2.9,46.41,7.48
"2352",2021-08-22,"Les Diablerets VD",0.7,4.8,46.32,7.18
"2353",2021-08-22,"Singen D",1,13.3,47.75,8.85
"2354",2021-08-21,"Les Diablerets VD",1,5.2,46.32,7.19
"2355",2021-08-21,"Les Diablerets VD",0.4,5.2,46.32,7.18
"2356",2021-08-21,"Les Diablerets VD",1.2,5.8,46.31,7.2
"2357",2021-08-21,"Les Diablerets VD",1,4.5,46.32,7.19
"2358",2021-08-21,"Les Diablerets VD",0.5,4.8,46.32,7.18
"2359",2021-08-20,"Les Diablerets VD",0.5,5.6,46.32,7.18
"2360",2021-08-20,"Les Diablerets VD",1.5,5.7,46.31,7.2
"2361",2021-08-20,"Les Diablerets VD",1.6,5.7,46.31,7.19
"2362",2021-08-20,"Les Diablerets VD",0.5,5.2,46.32,7.18
"2363",2021-08-21,"Les Diablerets VD",0.3,5.5,46.32,7.18
"2364",2021-08-21,"Les Diablerets VD",0.8,4.3,46.32,7.18
"2365",2021-08-20,"Sanetschpass VS",1.1,0.9,46.32,7.31
"2366",2021-08-20,"Les Diablerets VD",0.7,5,46.31,7.19
"2367",2021-08-20,"Les Diablerets VD",1.1,5,46.31,7.19
"2368",2021-08-20,"Les Diablerets VD",0.8,4.7,46.31,7.2
"2369",2021-08-20,"Les Diablerets VD",1.9,5.7,46.31,7.19
"2370",2021-08-20,"Les Diablerets VD",0.7,5.4,46.31,7.19
"2371",2021-08-20,"Les Diablerets VD",0.4,4.9,46.32,7.18
"2372",2021-08-20,"Les Diablerets VD",0.7,5.7,46.31,7.19
"2373",2021-08-20,"Les Diablerets VD",1.1,5.5,46.32,7.19
"2374",2021-08-20,"Les Diablerets VD",0.5,5.2,46.32,7.18
"2375",2021-08-19,"Les Diablerets VD",0.5,5.5,46.31,7.19
"2376",2021-08-19,"Les Diablerets VD",0.6,5.2,46.32,7.18
"2377",2021-08-19,"Les Diablerets VD",0.4,5.3,46.32,7.18
"2378",2021-08-29,"Santa Maria GR",1.2,8,46.61,10.4
"2379",2021-08-29,"Saxon VS",1.3,1.4,46.25,7.19
"2380",2021-08-29,"Saxon VS",0.8,3.4,46.25,7.19
"2381",2021-08-27,"Rheinfelden AG",0.9,11.9,47.55,7.81
"2382",2021-08-28,"Les Diablerets VD",0.6,5.4,46.31,7.19
"2383",2021-08-27,"Sierre VS",1.8,1.4,46.26,7.59
"2384",2021-08-28,"Chamonix F",2.1,3,46.04,6.89
"2385",2021-07-10,"Elm GL",2.6,1.3,46.87,9.1
"2386",2021-08-19,"Les Diablerets VD",2.4,6.2,46.31,7.19
"2387",2021-08-27,"Sierre VS",1.5,0.8,46.24,7.62
"2388",2021-08-27,"Bormio I",1.3,5.3,46.34,10.6
"2389",2021-08-27,"Sanetschpass VS",0.6,4.4,46.32,7.33
"2390",2021-08-24,"Les Diablerets VD",0.8,5.3,46.32,7.19
"2391",2021-08-26,"Oberwald VS",1,7.3,46.62,8.37
"2392",2021-08-25,"Les Diablerets VD",1.2,6.1,46.31,7.19
"2393",2021-08-26,"Muellheim D",1.6,16.8,47.81,7.68
"2394",2021-08-25,"Les Diablerets VD",0.7,5.1,46.32,7.18
"2395",2021-08-25,"Les Diablerets VD",1,6.2,46.31,7.19
"2396",2021-08-25,"Les Diablerets VD",0.7,5.3,46.32,7.18
"2397",2021-08-26,"Muellheim D",1,12,47.71,7.81
"2398",2021-08-25,"Les Diablerets VD",0.8,5.4,46.31,7.18
"2399",2021-08-25,"Les Diablerets VD",0.5,4.7,46.31,7.19
"2400",2021-08-23,"Les Diablerets VD",1.5,5.7,46.31,7.19
"2401",2021-08-24,"Les Diablerets VD",1.6,5.8,46.31,7.19
"2402",2021-08-23,"Les Diablerets VD",0.9,6.1,46.31,7.19
"2403",2021-08-24,"Les Diablerets VD",1.1,5.1,46.32,7.18
"2404",2021-08-23,"Les Diablerets VD",0.3,4.9,46.32,7.19
"2405",2021-08-24,"Les Diablerets VD",0.9,4.8,46.32,7.19
"2406",2021-08-23,"Les Diablerets VD",0.4,5.3,46.31,7.19
"2407",2021-08-24,"Les Diablerets VD",0.8,5.7,46.31,7.19
"2408",2021-08-24,"Les Diablerets VD",1,5.6,46.31,7.19
"2409",2021-08-24,"Les Diablerets VD",0.7,5.7,46.31,7.19
"2410",2021-08-24,"Les Diablerets VD",1.2,5.3,46.31,7.19
"2411",2021-08-23,"Les Diablerets VD",1.2,5.1,46.31,7.19
"2412",2021-08-23,"Les Diablerets VD",0.6,5.5,46.32,7.18
"2413",2021-08-23,"Les Diablerets VD",1.4,5.4,46.31,7.19
"2414",2021-08-24,"Les Diablerets VD",1.4,5.4,46.31,7.19
"2415",2021-08-23,"Les Diablerets VD",1.1,5.6,46.31,7.19
"2416",2021-08-23,"Les Diablerets VD",0.7,5.1,46.32,7.18
"2417",2021-08-25,"Les Diablerets VD",0.8,5.3,46.32,7.18
"2418",2021-08-09,"Montreux VD",0.3,1.4,46.37,6.97
"2419",2021-08-12,"Chamonix F",0.6,2.2,46.04,6.9
"2420",2021-08-09,"Bourg-Saint-Pierre VS",1.4,1.7,45.83,7.14
"2421",2021-08-09,"Bourg-Saint-Pierre VS",1.5,-0.4,45.84,7.15
"2422",2021-08-09,"Les Diablerets VD",1.1,1.9,46.28,7.11
"2423",2021-08-12,"Strada GR",1.7,7,46.75,10.67
"2424",2021-08-09,"Montreux VD",1.3,-0.4,46.36,6.99
"2425",2021-08-19,"Les Diablerets VD",1.6,5.2,46.31,7.19
"2426",2021-08-19,"Courmayeur I",1.6,5,45.71,6.94
"2427",2021-08-19,"Les Diablerets VD",1.4,6,46.31,7.19
"2428",2021-08-19,"Les Diablerets VD",0.3,5,46.32,7.19
"2429",2021-08-19,"Les Diablerets VD",0.9,4.9,46.31,7.19
"2430",2021-08-19,"Les Diablerets VD",0.7,5.3,46.31,7.19
"2431",2021-08-19,"Bourg-Saint-Pierre VS",0.9,5.8,45.9,7.02
"2432",2021-08-19,"Les Diablerets VD",0.8,5.5,46.32,7.19
"2433",2021-08-19,"Les Diablerets VD",0.6,4.8,46.32,7.18
"2434",2021-08-19,"Les Diablerets VD",0.6,5,46.32,7.18
"2435",2021-08-19,"Les Diablerets VD",0.6,4.8,46.32,7.18
"2436",2021-08-19,"Les Diablerets VD",0.4,5.2,46.32,7.18
"2437",2021-08-19,"Les Diablerets VD",0.5,5.3,46.31,7.19
"2438",2021-08-18,"Les Diablerets VD",1.1,5.9,46.32,7.19
"2439",2021-08-19,"Les Diablerets VD",0.9,5.4,46.31,7.19
"2440",2021-08-18,"Les Diablerets VD",0.6,4.9,46.32,7.18
"2441",2021-08-18,"Les Diablerets VD",0.4,5.4,46.31,7.19
"2442",2021-08-18,"Les Diablerets VD",0.8,5.6,46.31,7.19
"2443",2021-08-18,"Les Diablerets VD",0.4,5.3,46.31,7.19
"2444",2021-08-18,"Les Diablerets VD",1,5.5,46.31,7.19
"2445",2021-08-18,"Les Diablerets VD",0.4,6.3,46.32,7.19
"2446",2021-08-18,"Les Diablerets VD",1.1,4.9,46.31,7.19
"2447",2021-08-18,"Les Diablerets VD",1,5.4,46.31,7.19
"2448",2021-08-18,"Les Diablerets VD",0.9,5.6,46.31,7.19
"2449",2021-08-18,"Les Diablerets VD",0.8,6.1,46.31,7.19
"2450",2021-08-18,"Les Diablerets VD",1,6.2,46.32,7.18
"2451",2021-08-18,"Monte Adamello I",1.3,3,46.37,10.86
"2452",2021-08-18,"Les Diablerets VD",2,5.1,46.32,7.18
"2453",2021-08-17,"Les Diablerets VD",1,5.2,46.31,7.19
"2454",2021-08-18,"Les Diablerets VD",1.5,5.3,46.32,7.19
"2455",2021-08-18,"Les Diablerets VD",0.7,5.9,46.31,7.19
"2456",2021-08-17,"Les Diablerets VD",0.5,5.7,46.32,7.18
"2457",2021-08-17,"Les Diablerets VD",0.3,5.5,46.32,7.19
"2458",2021-08-17,"Les Diablerets VD",0.5,5.8,46.32,7.19
"2459",2021-08-17,"Les Diablerets VD",0.3,5.5,46.32,7.18
"2460",2021-08-18,"Les Diablerets VD",1,4.6,46.31,7.19
"2461",2021-08-17,"Les Diablerets VD",0.7,5.5,46.31,7.19
"2462",2021-08-17,"Les Diablerets VD",0.6,5.4,46.31,7.19
"2463",2021-08-17,"Les Diablerets VD",0.3,5.9,46.32,7.19
"2464",2021-08-17,"Freiburg im Breisgau D",1,19.7,47.88,7.78
"2465",2021-08-17,"Les Diablerets VD",0.5,4.8,46.31,7.19
"2466",2021-08-16,"Bormio I",1.5,3.4,46.5,10.38
"2467",2021-08-16,"Zinal VS",1,4.1,46.2,7.54
"2468",2021-08-16,"Ilanz GR",1.4,2.3,46.7,9.25
"2469",2021-08-15,"Les Diablerets VD",0.7,-0.2,46.27,7.22
"2470",2021-08-15,"Courmayeur I",1.6,9.9,45.58,6.65
"2471",2021-08-15,"Courmayeur I",1.2,-0.2,45.88,7
"2472",2021-08-14,"Poschiavo GR",1.5,12.1,46.34,9.99
"2473",2021-08-14,"Bormio I",1.4,2,46.46,10.69
"2474",2021-08-02,"Les Diablerets VD",1.6,3.6,46.27,7.22
"2475",2021-08-01,"Dornbirn A",2,9.7,47.34,9.69
"2476",2021-08-01,"Reckingen VS",0.9,7.4,46.5,8.15
"2477",2021-08-08,"Sanetschpass VS",1.7,2.6,46.29,7.26
"2478",2021-08-08,"Montreux VD",1.1,-1.1,46.35,6.99
"2479",2021-08-08,"Aosta I",0.9,8,45.85,7.48
"2480",2021-08-08,"Montreux VD",1.1,-0.1,46.36,6.99
"2481",2021-08-07,"Spluegen GR",2.1,3,46.56,9.33
"2482",2021-08-05,"Les Diablerets VD",0.9,1.1,46.27,7.21
"2483",2021-08-05,"Sanetschpass VS",1.1,-0.5,46.31,7.26
"2484",2021-08-05,"Freiburg im Breisgau D",1,11.9,47.94,7.82
"2485",2021-08-05,"Les Diablerets VD",1,1.4,46.26,7.22
"2486",2021-08-05,"Les Diablerets VD",1.8,2.9,46.26,7.22
"2487",2021-08-04,"Graechen VS",0.8,8,46.22,7.81
"2488",2021-08-05,"Sion VS",0.9,4.7,46.29,7.29
"2489",2021-08-04,"Grindelwald BE",1.7,2,46.62,8.07
"2490",2021-08-04,"Les Diablerets VD",0.5,1.6,46.27,7.23
"2491",2021-07-31,"Goeschenen UR",1.2,2.3,46.68,8.52
"2492",2021-07-30,"Tirano I",1.9,5.1,46.26,10.31
"2493",2021-07-29,"Goeschenen UR",1.3,6.8,46.68,8.54
"2494",2021-07-29,"Les Diablerets VD",0.8,4.8,46.26,7.22
"2495",2021-07-29,"Les Diablerets VD",1.6,2,46.27,7.23
"2496",2021-07-29,"Sion VS",0.6,2,46.26,7.23
"2497",2021-07-23,"Eglisau ZH",0.6,-0.4,47.59,8.5
"2498",2021-07-12,"Montreux VD",1,-0.7,46.36,6.98
"2499",2021-07-23,"Les Diablerets VD",0.6,0.5,46.25,7.15
"2500",2021-07-23,"Montreux VD",2,-0.6,46.36,6.98
"2501",2021-07-23,"Montreux VD",1.8,1.1,46.36,6.97
"2502",2021-07-23,"Simplon Dorf VS",1.5,2.1,46.19,8.17
"2503",2021-07-22,"Feldkirch A",1.4,7.9,47.22,9.67
"2504",2021-07-22,"Muellheim D",0.6,15.1,47.89,7.69
"2505",2021-07-22,"Berguen GR",0.7,1.3,46.64,9.77
"2506",2021-07-23,"Santa Maria GR",1.4,5.6,46.64,10.36
"2507",2021-07-21,"Elm GL",0.9,1.9,46.93,9.15
"2508",2021-07-21,"Lago di Garda I",1.8,12,45.77,11.07
"2509",2021-07-21,"NEUCHATEL",1.1,-0.4,47.04,6.99
