"","Date UTC","Location","Magnitude","Depth","Latitude","Longitude"
"1",2015-11-03,"Lago d'Iseo I",1.8,7.8,45.85,10.09
"2",2015-11-03,"Lago d'Iseo I",1.6,8.8,45.85,10.11
"3",2015-11-01,"Lago di Garda I",3,8.6,45.9,10.78
"4",2015-10-27,"Milano I",2.1,44.7,45.46,9.54
"5",2015-10-27,"Lago di Garda I",3.1,9.7,45.89,10.8
"6",2015-10-28,"Lago di Garda I",2.2,10.1,45.9,10.78
"7",2015-10-16,"Verona",2,8.9,45.69,10.74
"8",2015-09-28,"Lago d'Iseo I",2.1,6.3,45.75,10.08
"9",2015-09-09,"Lago di Garda I",2,5,45.75,10.56
"10",2015-08-27,"Verona",2.2,5.1,45.76,10.86
"11",2015-08-02,"Trento",2.2,8.4,45.9,10.78
"12",2015-08-01,"Lago di Garda I",3.7,6.5,45.9,10.77
"13",2014-09-05,"Bormio I",2,12,46.41,10.58
"14",2014-08-28,"VERONA",2.6,9.2,45.65,10.71
"15",2014-07-30,"Lago di Garda I",2.2,5.8,45.64,10.6
"16",2014-02-14,"Lago di Garda I",2.1,9,45.67,10.81
"17",2014-04-26,"VERONA",2.1,3.4,45.69,10.75
"18",2014-06-26,"VERONA",2.9,10.2,45.44,10.99
"19",2015-02-09,"Northern Italy",2,14.4,46.78,10.95
"20",2015-01-08,"Lago di Garda I",2.2,3.7,45.87,10.79
"21",2014-12-13,"Courmayeur I",2.1,10,45.62,7
"22",2015-04-08,"Verona",2.2,10,45.64,10.68
"23",2015-03-27,"Lago di Garda I",2.1,6.4,45.54,10.58
"24",2015-04-27,"Verona",2.4,5,45.63,10.86
"25",2014-11-28,"Aosta I",3,11.2,45.53,7.61
"26",2015-03-03,"Courmayeur I",2.1,9.8,45.62,6.97
"27",2015-02-27,"Monte Adamello I",2.3,7.2,45.92,10.65
"28",2015-03-08,"Monte Adamello I",2.8,8.9,45.92,10.65
"29",2016-04-15,"Lago di Garda I",2.5,11.1,45.84,11.02
"30",2016-05-04,"Verona",2.5,10.1,45.53,10.97
"31",2015-11-15,"Lago d'Iseo I",2.1,9.7,45.7,9.91
"32",2015-11-08,"Lago di Garda I",2,10.6,45.83,11.01
"33",2015-12-30,"Lago d'Iseo I",1.8,4.1,45.65,10.24
"34",2015-11-30,"Bergamo I",2.1,10.3,45.73,9.78
"35",2016-09-11,"Lago di Garda I",2.9,14.3,45.83,11.03
"36",2021-09-23,"Lago di Garda I",2.3,11,45.76,11.03
"37",2022-01-18,"Lago d'Iseo I",2.6,5,45.66,10
"38",2021-11-17,"Lago di Garda I",3,8.8,45.63,10.66
"39",2021-06-07,"Lago di Garda I",2.3,11.2,45.93,11.1
"40",2021-01-17,"Milano I",2.6,47.7,45.53,9.39
"41",2021-02-03,"2 km SE Muscoline (BS)",2.1,10,45.55,10.47
"42",2020-12-17,"Milano I",3.9,56.2,45.49,9.13
"43",2020-10-26,"Lago d'Iseo I",2.1,9.4,45.68,9.98
"44",2020-11-22,"1 km SW Dolcè (VR)",2,13.3,45.6,10.84
"45",2020-10-09,"Bergamo I",2.4,10.2,45.76,9.7
"46",2021-03-16,"3 km SW Vallarsa (TN)",2,10.1,45.77,11.09
"47",2020-08-10,"Merano I",2,10.6,46.42,10.87
"48",2021-02-22,"Lago di Garda I",3.5,12.2,45.78,10.98
"49",2021-02-22,"Lago di Garda I",2.3,12.6,45.78,10.99
"50",2021-02-22,"Lago di Garda I",2.3,11.1,45.79,10.99
"51",2021-02-16,"Lago d'Iseo I",2.3,6.7,45.69,9.98
"52",2020-02-20,"Confine Italia-Francia (FRANCIA)",2.3,10.7,45.4,6.85
"53",2020-01-03,"2 km N Gargnano (BS)",2,9.9,45.71,10.65
"54",2019-12-24,"Lago di Garda I",2.4,10.5,45.7,10.62
"55",2020-05-17,"Merano I",2.5,14.5,46.47,10.98
"56",2019-08-08,"4 km W Vallarsa (TN)",3.4,11.7,45.78,11.07
"57",2019-08-01,"3 km W Pozzolengo (BS)",2.3,36.8,45.41,10.59
"58",2018-04-17,"Lago di Garda I",2.8,8.1,45.85,10.56
"59",2018-03-13,"Mont-Cenis F",2,13.4,45.4,6.55
"60",2018-02-15,"Mont-Cenis F",2,16,45.41,6.38
"61",2018-02-04,"Lago di Garda I",2.7,10.6,45.7,10.59
"62",2017-12-04,"France",2.1,10,45.43,6.28
"63",2017-12-01,"Mont-Cenis F",2,10,45.41,6.33
"64",2017-12-26,"Lago d'Iseo I",2.3,4.4,45.59,10.18
"65",2017-10-27,"France",2,3.4,45.41,6.49
"66",2017-10-27,"Mont-Cenis F",3.3,5.9,45.43,6.46
"67",2017-10-27,"Mont-Cenis F",2.6,14.5,45.42,6.33
"68",2017-10-25,"Mont-Cenis F",3.2,1.4,45.42,6.47
"69",2017-10-18,"Mont-Cenis F",2.7,10,45.41,6.32
"70",2017-10-18,"Mont-Cenis F",2.6,10,45.42,6.39
"71",2017-10-17,"France",2.1,10,45.42,6.33
"72",2017-10-17,"Mont-Cenis F",2.5,10,45.41,6.31
"73",2017-11-17,"Mont-Cenis F",2.4,10,45.41,6.31
"74",2017-11-12,"1 km S Brentonico (TN)",2,13.3,45.81,10.95
"75",2017-10-31,"Lago di Garda I",3.1,10.8,45.84,10.91
"76",2017-10-29,"France",2,11.5,45.45,6.26
"77",2018-05-21,"Lago d'Iseo I",2.9,7.5,45.58,10.19
"78",2019-02-26,"Lago di Garda I",2.1,9.6,45.68,10.53
"79",2018-12-13,"Lago di Garda I",2.2,11.7,45.94,11.06
"80",2018-12-09,"Bergamo I",2.5,16.5,45.47,9.89
"81",2018-12-09,"Lago d'Iseo I",2.6,10.3,45.52,9.9
"82",2019-06-13,"2 km N Brescia (BS)",2.5,37.4,45.56,10.22
"83",2019-05-20,"Navara I",2.5,8.5,45.45,8.87
"84",2018-10-13,"Mont-Cenis F",2.1,13.6,45.44,6.38
"85",2018-10-01,"Mont-Cenis F",2.1,10,45.41,6.43
"86",2018-10-01,"Mont-Cenis F",2,10,45.4,6.42
"87",2017-06-04,"Lago di Garda I",3.6,10.1,45.65,10.69
"88",2017-06-14,"3 km E Negrar (VR)",2.1,10.2,45.53,10.97
"89",2017-05-20,"Monte Adamello I",2.4,12.9,45.97,10.91
"90",2017-04-28,"Como I",2.4,32.9,45.71,9.19
"91",2017-09-03,"5 km N Gargnano (BS)",2.3,5,45.73,10.66
"92",2017-03-13,"Trento",1.4,9.1,45.75,11.04
"93",2017-03-22,"Brescia",1.1,6.1,45.64,10.4
"94",2017-03-21,"Brescia",1.5,9.8,45.54,10.32
"95",2017-03-19,"Trento",1,11.4,45.86,10.58
"96",2017-08-03,"France",2,10,45.44,6.31
"97",2017-08-02,"Lago d'Iseo I",2,7.3,45.58,10.14
"98",2017-07-31,"Mont-Cenis F",2,12.4,45.42,6.39
"99",2023-08-13,"V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)",2.4,11.8,45.98,6.71
"100",2022-11-28,"Lago d'Iseo I",2.2,9.7,45.5,10.09
"101",2022-09-26,"Lago d'Iseo I",2,0.6,45.95,10.04
"102",2023-08-06,"Lago di Garda I",2,11.5,45.82,11.02
"103",2023-07-11,"Monte Adamello I",2.4,7.7,46.03,10.72
"104",2023-05-12,"3 km S Sant'Anna d'Alfaedo (VR)",2.6,9.9,45.6,10.95
"105",2023-02-07,"Lago di Garda I",2.2,13.8,45.82,11.03
"106",2022-03-01,"Bergamo I",2.4,21.6,45.61,9.58
"107",2022-02-26,"3 km SW Torri del Benaco (VR)",2.3,9.8,45.59,10.66
"108",2022-02-06,"Lago di Garda I",2.3,14.1,45.84,11.01
"109",2022-01-24,"Lago d'Iseo I",2.6,9.8,45.76,10.18
"110",2022-09-18,"4 km S Tignale (BS)",2.1,7.7,45.71,10.71
"111",2022-08-07,"Lago di Garda I",2,9.1,45.59,10.6
"112",2021-10-02,"Colmar F",2,7,48,7.1
"113",2022-03-17,"Colmar F",2,6,47.96,7.48
"114",2020-04-09,"Ratshausen/Zollernalbkreis/BW",2.3,10,48.19,8.81
"115",2020-06-18,"Albstadt D",2.5,7,48.24,9.08
"116",2019-11-06,"Albstadt D",2,4,48.24,9.01
"117",2015-01-30,"Albstadt D",2.6,5,48.2,8.98
"118",2014-05-18,"Albstadt/Zollernalbkreis/BW",3,5,48.2,8.98
"119",2018-09-12,"Imst A",2.7,4,47.45,11.04
"120",2022-03-18,"Champagnole F",1.8,3.7,46.73,5.94
"121",2023-08-12,"Sierre VS",0.7,1.2,46.33,7.49
"122",2023-08-13,"Lago di Garda I",1.3,13.4,45.83,10.82
"123",2023-08-12,"Laupen BE",1.2,2.5,46.88,7.22
"124",2023-08-12,"Zweisimmen BE",1.1,8.3,46.56,7.44
"125",2023-08-12,"Laupen BE",1,3.3,46.88,7.21
"126",2023-08-11,"Sanetschpass VS",0.8,1.6,46.3,7.31
"127",2023-08-12,"Zernez GR",1.6,4.3,46.7,10.23
"128",2023-08-13,"Saas Fee VS",1,9.4,45.97,7.95
"129",2023-08-11,"Elm GL",1.5,0.7,46.9,9.1
"130",2023-08-11,"Muellheim D",0.5,18.2,47.82,7.75
"131",2023-08-12,"Courmayeur I",0.7,3.2,45.86,6.96
"132",2023-08-12,"Laupen BE",0.9,2.6,46.89,7.22
"133",2023-08-12,"Saas Fee VS",0.7,9.4,45.97,7.95
"134",2023-08-12,"Laupen BE",1.2,2.8,46.88,7.22
"135",2023-08-11,"Graechen VS",0.8,7.3,46.23,7.78
"136",2023-08-11,"Graechen VS",1.2,6.7,46.23,7.78
"137",2023-08-11,"Graechen VS",1.6,7.4,46.23,7.78
"138",2023-08-10,"Wahlern BE",1.3,5.1,46.8,7.39
"139",2023-08-11,"Bourg-Saint-Pierre VS",1.1,3.5,45.89,7.17
"140",2023-08-10,"Waldshut D",0.7,1.9,47.68,8.32
"141",2023-08-09,"Sanetschpass VS",0.3,2.3,46.32,7.39
"142",2023-08-09,"Imst A",1.4,8,47.2,10.76
"143",2023-08-18,"Courmayeur I",1.4,2.4,45.75,7.11
"144",2023-08-18,"Bourg-Saint-Pierre VS",0.8,4,45.94,7.22
"145",2023-08-18,"Saxon VS",0.3,1.3,46.24,7.17
"146",2023-08-18,"Courmayeur I",1.3,2.4,45.75,7.11
"147",2023-08-17,"Oberwald VS",0.8,7.3,46.63,8.38
"148",2023-08-17,"Montreux VD",1.3,-1.8,46.37,6.97
"149",2023-08-17,"Grenoble F",1.5,2.1,45.44,6.09
"150",2023-08-17,"Bourg-Saint-Pierre VS",2.9,4.6,45.94,7.22
"151",2023-08-17,"Bourg-Saint-Pierre VS",1.2,3.9,45.94,7.22
"152",2023-08-17,"Diemtigen BE",0.8,0.8,46.63,7.53
"153",2023-08-17,"Schiers GR",1.1,5.4,47.04,9.61
"154",2023-08-17,"Schiers GR",0.7,0.8,47.03,9.62
"155",2023-08-15,"Affoltern am Albis ZH",1.8,6.2,47.3,8.43
"156",2023-08-16,"Porrentruy JU",0.3,5.8,47.37,6.92
"157",2023-08-16,"Sion VS",1.1,4.4,46.19,7.47
"158",2023-08-15,"Saas Fee VS",0.9,9.2,45.97,7.95
"159",2023-08-12,"Laupen BE",1.8,4.3,46.88,7.22
"160",2023-08-15,"Verbier VS",1.6,3,46.03,7.3
"161",2023-08-13,"Chamonix F",2.2,6,46.04,6.89
"162",2023-08-13,"Cluses F",2.8,-1.1,46.05,6.51
"163",2023-08-13,"Oberwald VS",2.1,8.6,46.62,8.38
"164",2023-08-12,"Bonaduz GR",2.3,9.9,46.77,9.39
"165",2023-08-14,"Sanetschpass VS",0.7,2.3,46.33,7.24
"166",2023-08-03,"Vals GR",1.8,0.6,46.6,9.18
"167",2023-08-03,"Porrentruy JU",0.9,6,47.38,6.92
"168",2023-08-03,"Courmayeur I",1.1,7.8,45.86,7
"169",2023-08-03,"Porrentruy JU",1.2,5.8,47.37,6.92
"170",2023-08-01,"RADOLFZELL D",0.9,9.7,47.74,8.91
"171",2023-08-01,"RADOLFZELL D",0.8,9.9,47.74,8.91
"172",2023-08-01,"RADOLFZELL D",0.5,9.9,47.74,8.91
"173",2023-08-01,"Sanetschpass VS",0.6,3.6,46.34,7.41
"174",2023-08-01,"RADOLFZELL D",0.9,9.7,47.74,8.9
"175",2023-07-31,"RADOLFZELL D",1.4,9.7,47.74,8.91
"176",2023-07-31,"RADOLFZELL D",0.7,10,47.74,8.9
"177",2023-07-31,"RADOLFZELL D",1.3,10.2,47.74,8.91
"178",2023-07-30,"Schleitheim SH",0.8,12.9,47.83,8.62
"179",2023-07-31,"RADOLFZELL D",2.3,9.8,47.74,8.9
"180",2023-08-01,"RADOLFZELL D",0.9,10,47.74,8.9
"181",2023-07-31,"RADOLFZELL D",0.6,9.9,47.74,8.91
"182",2023-07-31,"Les Diablerets VD",0.5,-1.9,46.3,7.22
"183",2023-07-31,"Moudon VD",1.4,0.9,46.71,6.8
"184",2023-07-31,"Annecy F",1.6,0.8,45.81,6.46
"185",2023-08-01,"RADOLFZELL D",1.4,9.6,47.74,8.9
"186",2023-08-09,"Cluses F",1.4,2.4,46.2,6.44
"187",2023-08-09,"Sanetschpass VS",0.7,2.6,46.31,7.33
"188",2023-08-08,"Courmayeur I",2,5.4,45.69,6.87
"189",2023-08-08,"Courmayeur I",0.3,8,45.87,6.99
"190",2023-08-08,"Simplon Dorf VS",2.1,2.1,46.18,8
"191",2023-08-07,"RADOLFZELL D",1,9.1,47.74,8.9
"192",2023-08-07,"RADOLFZELL D",0.5,10,47.74,8.91
"193",2023-08-07,"Santa Maria GR",1,7.9,46.56,10.72
"194",2023-08-07,"Schluchsee D",1,10.8,47.99,8.2
"195",2023-08-06,"Poschiavo GR",1.8,1.5,46.43,9.98
"196",2023-08-06,"Santa Maria GR",1.9,8.4,46.69,10.64
"197",2023-08-05,"Porrentruy JU",0.6,5.3,47.37,6.92
"198",2023-08-05,"CHAMPERY VS",0.6,4.9,46.19,6.93
"199",2023-08-05,"Porrentruy JU",0.8,5.5,47.37,6.91
"200",2023-08-05,"Bormio I",1.4,9.2,46.48,10.51
"201",2023-08-05,"Freiburg im Breisgau D",0.8,17.4,47.9,7.93
"202",2023-08-01,"RADOLFZELL D",1.3,9.3,47.74,8.91
"203",2023-08-05,"Gelterkinden BL",0.6,8.9,47.43,7.85
"204",2023-08-05,"Gelterkinden BL",0.8,8.8,47.43,7.86
"205",2023-08-04,"Courmayeur I",0.8,7.8,45.87,6.99
"206",2023-08-03,"Sanetschpass VS",0.7,4.5,46.3,7.32
"207",2023-07-30,"Poschiavo GR",1.5,1.5,46.43,9.98
"208",2023-07-30,"Courmayeur I",0.7,7.8,45.87,7
"209",2023-07-30,"Oberwald VS",2.1,9.5,46.6,8.33
"210",2023-07-29,"Sierre VS",1.1,3.5,46.35,7.5
"211",2023-07-28,"Savognin GR",1.7,9,46.56,9.52
"212",2023-07-28,"Porrentruy JU",0.6,5.9,47.37,6.92
"213",2023-07-29,"Domodossola I",1.8,7.8,46.01,8.14
"214",2023-07-23,"Bosco/Gurin TI",1,4,46.33,8.46
"215",2023-07-23,"Feldkirch A",1.4,3.2,47.28,9.65
"216",2023-07-21,"Sion VS",0.8,4.3,46.29,7.29
"217",2023-07-23,"Lenk im Simmental BE",0.5,2.4,46.4,7.47
"218",2023-07-22,"Porrentruy JU",0.4,5.6,47.37,6.92
"219",2023-07-21,"Sierre VS",1.1,5,46.3,7.5
"220",2023-07-21,"RADOLFZELL D",1.1,9.8,47.74,8.91
"221",2023-07-21,"RADOLFZELL D",2.1,8.7,47.74,8.9
"222",2023-07-20,"Cluses F",1.2,0.5,45.89,6.55
"223",2023-07-20,"Cluses F",2.2,3,45.89,6.55
"224",2023-07-20,"Sion VS",1.1,4.3,46.28,7.27
"225",2023-07-19,"Sanetschpass VS",0.9,3.6,46.32,7.31
"226",2023-07-20,"Courmayeur I",1.3,2,45.87,6.95
"227",2023-07-20,"Bormio I",1.3,3.5,46.52,10.38
"228",2023-07-20,"Saxon VS",0.1,0.8,46.22,7.16
"229",2023-07-21,"Juf GR",2.3,4,46.41,9.6
"230",2023-07-28,"Montreux VD",0.8,1.9,46.42,6.95
"231",2023-07-27,"Zernez GR",1.2,9.1,46.68,10.19
"232",2023-07-27,"Weisstannen SG",1.7,4.6,47.04,9.27
"233",2023-07-27,"Courmayeur I",1,2.8,45.88,7
"234",2023-07-27,"ORSIERES VS",1.1,1.3,46,7.26
"235",2023-07-27,"Arolla VS",1.1,0.9,46,7.5
"236",2023-07-26,"Porrentruy JU",0.2,6,47.38,6.92
"237",2023-07-26,"Sanetschpass VS",0.7,3.3,46.33,7.39
"238",2023-07-26,"CHAMPERY VS",1.1,5.4,46.06,6.79
"239",2023-07-25,"Porrentruy JU",0.5,5.8,47.37,6.92
"240",2023-07-25,"Porrentruy JU",1.1,5.6,47.37,6.92
"241",2023-07-23,"St. Moritz GR",1.7,5,46.52,9.88
"242",2023-07-23,"Bosco/Gurin TI",1,9.2,46.34,8.54
"243",2023-07-11,"Champagnole F",2,10.1,46.85,5.81
"244",2023-07-12,"Bormio I",1.8,8.5,46.48,10.56
"245",2023-07-10,"Sion VS",0.4,4.8,46.28,7.28
"246",2023-07-10,"Sion VS",0.6,4.6,46.28,7.28
"247",2023-07-11,"Adelboden BE",1.1,-1.4,46.53,7.57
"248",2023-07-09,"Chamonix F",1,2.2,45.91,7.01
"249",2023-07-11,"RADOLFZELL D",0.9,9.7,47.74,8.9
"250",2023-07-10,"Porrentruy JU",0.3,6.1,47.37,6.91
"251",2023-07-10,"Porrentruy JU",0.2,5.7,47.37,6.91
"252",2023-07-10,"Porrentruy JU",1.1,5.7,47.37,6.92
"253",2023-07-18,"Oberwald VS",0.9,7.9,46.62,8.37
"254",2023-07-18,"Bosco/Gurin TI",1.9,8,46.33,8.54
"255",2023-07-17,"CHAMPERY VS",1.2,1.1,46.2,6.92
"256",2023-07-16,"Porrentruy JU",0.5,5.4,47.37,6.92
"257",2023-07-15,"Sierre VS",0.9,6.9,46.35,7.52
"258",2023-07-16,"Gelterkinden BL",1.2,19.1,47.43,7.84
"259",2023-07-15,"Eglisau ZH",0.1,2.3,47.57,8.54
"260",2023-07-15,"Eglisau ZH",0.6,1.2,47.57,8.54
"261",2023-07-15,"Muellheim D",1.1,18.4,47.76,7.74
"262",2023-07-14,"Oberwald VS",0.9,4,46.63,8.32
"263",2023-07-15,"Frauenfeld TG",0.6,22.1,47.52,8.86
"264",2023-07-15,"Porrentruy JU",0.5,5.7,47.37,6.92
"265",2023-07-14,"Singen D",2.1,1.6,47.78,8.79
"266",2023-07-14,"Porrentruy JU",0.7,4.7,47.37,6.92
"267",2023-07-14,"Les Diablerets VD",0.8,4.7,46.25,7.2
"268",2023-07-01,"St. Anton am Arlberg A",2.4,7.9,47.02,10.18
"269",2023-07-03,"Ravensburg D",1.5,25.3,47.96,9.64
"270",2023-07-02,"Fribourg FR",1.5,4.3,46.79,7.22
"271",2023-07-02,"Sargans SG",1.7,6.6,47.06,9.5
"272",2023-07-01,"RADOLFZELL D",1.5,9.4,47.74,8.91
"273",2023-06-30,"Locarno TI",1.2,13.4,46.22,8.76
"274",2023-07-01,"BASEL",1.7,9.9,47.64,7.47
"275",2023-07-01,"RADOLFZELL D",1.2,9.1,47.74,8.9
"276",2023-06-30,"RADOLFZELL D",0.5,9.7,47.74,8.91
"277",2023-06-29,"RADOLFZELL D",2.6,9.4,47.74,8.9
"278",2023-07-08,"RADOLFZELL D",0.8,9.8,47.74,8.91
"279",2023-07-09,"Zinal VS",2,2.2,46.19,7.65
"280",2023-07-09,"Muellheim D",1,19.9,47.84,7.64
"281",2023-07-07,"Sion VS",1.2,5.2,46.29,7.28
"282",2023-07-08,"Saignelegier JU",0.6,9.4,47.31,7.05
"283",2023-07-07,"Sion VS",2.3,5.3,46.29,7.28
"284",2023-07-05,"Martigny VS",0.5,11.3,46.1,7.11
"285",2023-07-06,"Singen D",1,11.1,47.77,8.77
"286",2023-07-05,"Martigny VS",0.9,10.4,46.1,7.11
"287",2023-07-05,"Sion VS",1,4.7,46.18,7.48
"288",2023-07-05,"Martigny VS",0.8,10.5,46.1,7.1
"289",2023-07-06,"Muerren BE",1.1,8.8,46.47,7.83
"290",2023-07-06,"Freiburg im Breisgau D",1.3,8.6,48.02,7.66
"291",2023-07-04,"Martigny VS",0.8,10.1,46.1,7.11
"292",2023-07-04,"Fribourg FR",1.6,3.6,46.76,7.22
"293",2023-07-05,"CHAMPERY VS",0.6,4.5,46.2,6.92
"294",2023-07-03,"Porrentruy JU",0.4,6.1,47.38,6.92
"295",2023-05-29,"Zinal VS",3.1,6.5,46.2,7.62
"296",2023-05-31,"Vaduz FL",1.8,2.4,47.12,9.56
"297",2023-05-30,"Zinal VS",1,7,46.15,7.69
"298",2023-05-30,"Cluses F",2,-1.3,46.03,6.57
"299",2023-05-30,"Saxon VS",0.7,5.8,46.23,7.17
"300",2023-05-30,"Sion VS",1.9,4.8,46.23,7.4
"301",2023-05-30,"Kaiserstuhl AG",0.3,-0.3,47.57,8.43
"302",2023-05-31,"Sion VS",1.1,4.3,46.23,7.4
"303",2023-05-30,"Brugg AG",2.4,17.9,47.41,8.18
"304",2023-05-30,"Porrentruy JU",0.6,5.6,47.37,6.92
"305",2023-05-30,"Porrentruy JU",0.4,6.1,47.38,6.92
"306",2023-05-29,"Porrentruy JU",0.9,5.8,47.37,6.92
"307",2023-05-30,"Porrentruy JU",1.2,5.7,47.37,6.92
"308",2023-05-29,"Sion VS",0.4,6.5,46.26,7.23
"309",2023-05-23,"Aosta I",1.3,7.7,45.81,7.28
"310",2023-05-22,"Welschenrohr SO",1.1,11.1,47.25,7.57
"311",2023-05-22,"Courmayeur I",0.3,7.7,45.87,6.99
"312",2023-05-22,"Porrentruy JU",0.4,5.5,47.37,6.92
"313",2023-05-23,"Saignelegier JU",0.8,4.9,47.37,6.92
"314",2023-05-22,"Oberwald VS",1.8,8,46.63,8.38
"315",2023-05-22,"Vaduz FL",0.8,2.4,47.12,9.56
"316",2023-05-20,"Porrentruy JU",0.6,5.7,47.38,6.92
"317",2023-05-20,"Porrentruy JU",0.4,5.3,47.37,6.92
"318",2023-05-21,"Bellinzona TI",1.2,13.6,46.25,9.03
"319",2023-05-21,"Scuol GR",1.7,5.2,46.71,10.39
"320",2023-05-20,"Muellheim D",1.6,4.8,47.86,7.48
"321",2023-05-20,"Biella I",1.2,10.4,45.72,7.82
"322",2023-05-28,"Zinal VS",0.8,5.3,46.21,7.59
"323",2023-05-27,"Chamonix F",0.9,6.9,45.89,7.01
"324",2023-05-27,"Saxon VS",0.4,6.1,46.24,7.2
"325",2023-05-28,"Chamonix F",0.8,7.5,45.89,7.01
"326",2020-02-12,"Wildhaus SG",0.9,2.3,47.2,9.33
"327",2023-05-26,"Glarus GL",1.4,6.5,47.04,9.03
"328",2023-05-26,"Porrentruy JU",2.1,5.6,47.37,6.91
"329",2023-05-26,"Sanetschpass VS",0.8,3.3,46.32,7.36
"330",2023-05-26,"Glarus GL",2.2,5.2,47.03,9.03
"331",2023-05-26,"Tiefencastel GR",1.6,2.3,46.63,9.56
"332",2023-05-26,"Porrentruy JU",0.8,5.9,47.37,6.92
"333",2023-05-26,"Glarus GL",1.8,4.8,47.03,9.03
"334",2023-05-24,"Lecco I",1.9,14.7,45.82,9.3
"335",2016-04-15,"Laufen BL",0.8,18.8,47.4,7.45
"336",2016-03-26,"St-Ursanne JU",0.4,16.8,47.39,7.25
"337",2019-10-12,"St-Ursanne JU",0.6,12.6,47.35,7.19
"338",2020-10-17,"St-Ursanne JU",0.8,11.5,47.31,7.19
"339",2017-12-19,"DELEMONT JU",1,17.5,47.38,7.26
"340",2023-05-11,"Amsteg UR",0.9,3.6,46.8,8.7
"341",2023-05-11,"Sierre VS",0.5,3,46.35,7.44
"342",2023-05-12,"Porrentruy JU",0.3,6,47.38,6.92
"343",2023-05-11,"Sierre VS",1.4,5.4,46.28,7.49
"344",2023-05-11,"Porrentruy JU",0.5,6,47.38,6.92
"345",2023-05-11,"CHATEAU-D'OEX VD",1.2,7.7,46.41,7.06
"346",2023-05-19,"Les Diablerets VD",1,0.3,46.29,7.1
"347",2023-05-19,"Rheinfelden AG",1.8,16.1,47.51,7.8
"348",2023-05-19,"Porrentruy JU",0.3,5.6,47.38,6.92
"349",2023-05-19,"Buchs SG",0.8,2.5,47.2,9.54
"350",2023-05-18,"Binn VS",1.1,4,46.29,8.18
"351",2023-05-18,"Binn VS",1,4,46.29,8.18
"352",2023-05-18,"Binn VS",1.5,5.2,46.29,8.18
"353",2023-05-19,"Leukerbad VS",0.4,6.3,46.36,7.57
"354",2023-05-16,"Nyon VD",0.9,2.4,46.45,6.29
"355",2023-05-16,"Sanetschpass VS",0.4,2.3,46.33,7.4
"356",2023-05-16,"Belleherbe F",1.6,20.3,47.2,6.59
"357",2023-05-15,"Santa Maria GR",2.1,7.6,46.71,10.39
"358",2023-05-16,"Laupen BE",1.4,5.4,46.9,7.22
"359",2023-05-16,"Laupen BE",1.9,5.4,46.9,7.21
"360",2023-05-11,"Domodossola I",1.6,9.6,46.06,8.16
"361",2023-05-14,"Eglisau ZH",0.8,0.7,47.57,8.53
"362",2023-05-14,"CHAMPERY VS",0.9,6,46.19,6.92
"363",2023-05-15,"Vaduz FL",1.2,4.4,47.14,9.52
"364",2023-05-14,"Muerren BE",0.1,8,46.47,7.83
"365",2023-05-14,"Porrentruy JU",0.2,5.8,47.38,6.92
"366",2023-05-03,"Porrentruy JU",0.7,5.5,47.37,6.92
"367",2023-05-03,"Bourg-Saint-Pierre VS",0.7,7.3,45.83,7.26
"368",2023-05-03,"Porrentruy JU",0.3,5.7,47.38,6.92
"369",2023-05-03,"Courmayeur I",1.1,5,45.73,6.91
"370",2023-05-03,"Waldshut D",0.9,1.6,47.68,8.32
"371",2018-10-11,"St. Gallen SG",0.8,21.1,47.45,9.48
"372",2019-09-26,"Monthey VS",1.4,1.7,46.26,6.92
"373",2023-05-02,"Sanetschpass VS",0.7,4.1,46.29,7.26
"374",2023-05-02,"Bormio I",1.3,8.5,46.48,10.48
"375",2023-05-02,"Porrentruy JU",0.6,5,47.37,6.92
"376",2023-05-01,"Sanetschpass VS",1.3,4.8,46.29,7.26
"377",2023-05-01,"Chamonix F",1.6,2.3,45.89,6.91
"378",2023-04-30,"Freiburg im Breisgau D",0.7,19.1,47.92,7.78
"379",2023-05-09,"Sanetschpass VS",1.4,4.1,46.31,7.29
"380",2023-05-08,"Ravensburg D",1.6,25.5,47.96,9.64
"381",2023-05-07,"Graechen VS",0.8,4.7,46.23,7.89
"382",2023-04-15,"Porrentruy JU",0.1,5.4,47.37,6.92
"383",2023-05-07,"Porrentruy JU",0.6,6,47.38,6.92
"384",2023-05-07,"Porrentruy JU",0.1,5.7,47.37,6.92
"385",2023-05-07,"Porrentruy JU",1,5.8,47.37,6.92
"386",2023-05-06,"Porrentruy JU",0.5,5.6,47.37,6.92
"387",2023-05-06,"Belleherbe F",1.6,20.3,47.2,6.59
"388",2023-05-06,"Porrentruy JU",0.3,6,47.38,6.92
"389",2023-05-06,"Poschiavo GR",1.7,2,46.43,9.99
"390",2023-05-05,"Aosta I",0.8,9.3,45.63,7.64
"391",2023-05-04,"Bourg-Saint-Pierre VS",0.6,4.2,45.92,7.1
"392",2023-05-04,"Aosta I",1.1,3.6,45.67,7.66
"393",2023-06-29,"RADOLFZELL D",2.6,9.6,47.74,8.9
"394",2023-06-30,"Fribourg FR",1.5,3.7,46.76,7.22
"395",2023-04-16,"Sanetschpass VS",2.2,5.3,46.33,7.36
"396",2023-06-30,"RADOLFZELL D",0.9,10.9,47.74,8.91
"397",2023-06-07,"Spluegen GR",2.4,1.6,46.56,9.33
